,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_Predicted
5760,FDC14,OUT018,788.1228392502353
5761,FDB17,OUT027,4133.591727977602
5762,DRD25,OUT010,-49.862576133542916
5763,DRI39,OUT027,2462.7852383847903
5764,NCQ06,OUT049,3637.759502997289
5765,FDX11,OUT013,2704.7010995455976
5766,NCT29,OUT019,-141.42523404863869
5767,FDS07,OUT017,1925.2823535518987
5768,NCQ05,OUT035,2745.433697950878
5769,FDC35,OUT018,3241.9812366040314
5770,FDU47,OUT045,1866.781260335298
5771,FDE22,OUT010,792.8875503756751
5772,FDA03,OUT013,2717.9609591303724
5773,FDY26,OUT010,1592.23399557182
5774,FDZ26,OUT049,3609.114959539187
5775,FDQ24,OUT013,3540.9841744609994
5776,FDT14,OUT035,1888.7105949295835
5777,FDX04,OUT045,1048.2222870129592
5778,FDC48,OUT046,1055.1399623006605
5779,FDC56,OUT035,1897.5857431733587
5780,FDU19,OUT049,2820.806549359144
5781,FDT55,OUT049,2824.1432328334968
5782,FDA45,OUT013,2677.3048890520877
5783,FDR51,OUT017,2735.181193950226
5784,FDF56,OUT010,729.636756560926
5785,FDK45,OUT013,1912.2803777869383
5786,DRN37,OUT013,2722.888762821007
5787,NCN26,OUT035,1919.2235440043355
5788,FDA19,OUT049,1995.8368949007383
5789,NCR06,OUT035,1096.928750497724
5790,FDJ48,OUT010,1600.4019150102142
5791,NCA05,OUT046,2675.845362814088
5792,FDP04,OUT046,1041.4187161707428
5793,FDA47,OUT046,2671.2172621124973
5794,FDI09,OUT045,3534.3564184143224
5795,FDU24,OUT019,-994.6392708167969
5796,FDI36,OUT018,3249.1022504402044
5797,FDC11,OUT013,1032.7339156435828
5798,FDY38,OUT049,3612.2058860518637
5799,FDF56,OUT027,4099.622906020931
5800,FDB44,OUT027,4980.137159345822
5801,FDI15,OUT046,3481.1009157071812
5802,FDY59,OUT035,1099.2919558416797
5803,FDX34,OUT018,1610.239895456387
5804,FDC52,OUT019,717.7108960190856
5805,NCW29,OUT013,1908.354037601937
5806,FDS40,OUT027,2484.9343887517816
5807,FDI40,OUT018,1581.0789606315145
5808,FDN48,OUT035,1076.8083931517315
5809,FDN46,OUT013,1888.1311213231304
5810,FDB41,OUT035,1053.5393691893694
5811,FDT55,OUT035,2733.4165079320173
5812,FDI22,OUT027,4941.678181878764
5813,FDY16,OUT045,2685.8666350143994
5814,FDN33,OUT049,1152.1648682858513
5815,FDT57,OUT035,3562.6349382967646
5816,FDZ31,OUT027,4929.986586034083
5817,DRM48,OUT049,1134.6042960565037
5818,NCL19,OUT045,2716.780385274629
5819,FDG50,OUT013,1102.6970918969082
5820,DRH25,OUT045,1058.7502162074397
5821,FDB37,OUT027,4946.5647193324
5822,FDW59,OUT017,1122.9220480250535
5823,NCR30,OUT049,1135.0911894811793
5824,FDY22,OUT046,2643.7986506929483
5825,FDB45,OUT019,-137.31893745482034
5826,FDC08,OUT027,4924.501750205197
5827,NCK53,OUT010,-41.01248610769403
5828,FDM27,OUT049,2777.5758985206967
5829,FDG17,OUT018,3270.545105021879
5830,NCT17,OUT017,3597.6029539214715
5831,FDZ14,OUT017,1952.4642447277756
5832,FDJ28,OUT010,1616.1112038112508
5833,FDV21,OUT018,1566.8416962877502
5834,DRD24,OUT010,782.5563084919434
5835,DRF25,OUT049,1172.1668372862525
5836,FDN22,OUT018,3210.5085542339402
5837,FDV04,OUT010,734.3976922350746
5838,FDL34,OUT018,1597.0821209493713
5839,FDX58,OUT035,2734.4325060859574
5840,FDG12,OUT018,1629.7677231776222
5841,NCL53,OUT045,2728.6713591169055
5842,FDV47,OUT018,765.0877944077395
5843,FDA43,OUT027,4955.440579996399
5844,NCM17,OUT017,1119.2914662494122
5845,NCQ02,OUT049,3649.424427134817
5846,FDN12,OUT017,1923.54897859609
5847,NCX06,OUT019,698.6199872434192
5848,FDE24,OUT045,1868.369266448891
5849,FDQ58,OUT018,2450.648108593695
5850,FDH31,OUT049,1996.2257838996454
5851,NCH55,OUT018,1598.2294995904451
5852,NCC54,OUT049,3609.226951351893
5853,NCT06,OUT019,687.2037204049764
5854,FDH56,OUT019,-134.73275258073932
5855,FDY46,OUT017,3577.5171719229456
5856,NCM19,OUT013,1905.7796506906616
5857,FDB04,OUT027,2478.999014058605
5858,FDB09,OUT035,1897.6743349687763
5859,FDK51,OUT027,4952.99134803545
5860,FDB33,OUT019,698.8742626967066
5861,FDU51,OUT035,2701.542222889445
5862,NCE30,OUT019,1482.0764208747494
5863,DRI13,OUT018,3255.6063735095713
5864,FDV32,OUT045,1061.0602096908162
5865,DRH51,OUT049,1133.901473224274
5866,NCW18,OUT013,3546.851654755097
5867,FDI12,OUT049,1152.0495950347304
5868,FDQ14,OUT035,2737.866107463
5869,FDQ55,OUT027,3314.481465426179
5870,FDG26,OUT013,3543.2976005406435
5871,NCW29,OUT019,-125.4504190748064
5872,FDK27,OUT035,1925.0247966051022
5873,DRL49,OUT035,2730.4845212877844
5874,FDK26,OUT049,3658.3623387128728
5875,FDT14,OUT027,3285.79136826767
5876,FDW19,OUT010,-43.241867437566725
5877,FDF22,OUT017,3602.0910625821343
5878,NCQ43,OUT049,1954.4299391253883
5879,NCA42,OUT027,4150.541459155413
5880,FDG08,OUT019,627.2989637226456
5881,NCP17,OUT010,-864.7577890063599
5882,FDS19,OUT046,1029.3230643125924
5883,DRQ35,OUT018,1612.2916595810032
5884,FDR25,OUT046,3474.2062238118897
5885,NCB43,OUT013,3553.4341915165614
5886,FDQ28,OUT017,2759.0412761094467
5887,FDK24,OUT046,1028.5033035436838
5888,NCN06,OUT035,2721.6182893171717
5889,FDS08,OUT035,2747.617442272107
5890,FDP27,OUT013,3544.3238856210946
5891,FDE11,OUT010,719.1453892360421
5892,NCX30,OUT046,3510.10585786916
5893,DRI51,OUT017,2757.161017320016
5894,FDH31,OUT019,-105.02889913132162
5895,FDR19,OUT046,2650.7974969332563
5896,FDJ04,OUT013,1869.2448007415312
5897,FDP01,OUT017,2742.3849611218347
5898,FDY35,OUT018,775.8733198874633
5899,DRC36,OUT013,2744.9548273923765
5900,FDZ55,OUT017,2788.556141822358
5901,FDD11,OUT013,3561.043791077662
5902,NCJ29,OUT018,786.204385578816
5903,FDI52,OUT035,1877.2200610984232
5904,NCF06,OUT046,3536.5224675615973
5905,FDG16,OUT046,3493.78567479485
5906,FDX07,OUT049,2803.9221091787886
5907,FDR14,OUT046,1000.0930440941804
5908,FDV36,OUT010,-51.69038934058335
5909,NCP14,OUT018,1593.3964324850328
5910,FDJ12,OUT013,3567.646281911687
5911,FDL46,OUT018,1582.8294576123956
5912,FDL21,OUT045,1067.725493343448
5913,NCA30,OUT013,3515.944323957341
5914,NCN26,OUT013,1924.6940720970065
5915,FDJ10,OUT035,1901.2213259096757
5916,NCE18,OUT018,3267.7438075324953
5917,FDW21,OUT013,1935.690780915165
5918,FDA55,OUT013,3542.6800970297463
5919,NCX30,OUT027,4953.704975028813
5920,FDA20,OUT027,4964.437095126821
5921,FDT20,OUT013,1087.3387042281204
5922,FDR11,OUT049,2786.8664960817478
5923,FDU26,OUT018,1594.9253149230015
5924,NCY54,OUT046,2657.021657364612
5925,FDP26,OUT046,1845.141523726068
5926,FDK58,OUT049,1990.0695535157836
5927,NCK53,OUT046,1868.0334655251527
5928,FDY52,OUT013,1107.5916503139413
5929,NCU30,OUT045,2734.6720515459738
5930,NCA18,OUT013,1908.9747747347674
5931,FDX40,OUT017,1099.0790449160397
5932,FDX13,OUT046,3524.446197050397
5933,FDK36,OUT027,2506.3156111799917
5934,NCP55,OUT019,-942.5961848354609
5935,FDO56,OUT019,-125.3728663321458
5936,NCT06,OUT018,2432.610362710484
5937,FDX45,OUT019,651.9278302383154
5938,NCJ06,OUT013,1892.3194833072364
5939,NCA41,OUT046,3508.1291381026467
5940,NCB42,OUT027,3320.1864443560034
5941,FDE29,OUT013,1059.3681837580268
5942,FDU24,OUT013,1108.9125783954337
5943,FDM58,OUT013,1885.8716184138937
5944,FDE44,OUT046,993.9238242295459
5945,DRH39,OUT046,1033.2439106832428
5946,FDU33,OUT019,-993.6454610298881
5947,FDW08,OUT049,1956.0325444541324
5948,NCT30,OUT010,-882.745637551481
5949,NCI54,OUT046,1860.8763991387536
5950,FDS16,OUT045,2701.4702086498974
5951,DRK39,OUT027,2493.2461003250964
5952,FDP24,OUT010,-85.71277768679442
5953,NCG18,OUT035,1917.781891404601
5954,DRI59,OUT027,4966.092089689445
5955,NCO06,OUT013,1046.1676000684965
5956,FDR15,OUT017,2778.4682355824634
5957,FDE29,OUT027,2459.9120471681626
5958,FDN49,OUT035,1048.921631140596
5959,FDQ21,OUT013,1894.3807755822197
5960,FDE17,OUT035,2714.885707255029
5961,NCI42,OUT018,3250.7927149227407
5962,FDZ21,OUT017,1932.0147029090263
5963,FDX48,OUT018,2419.2333472362434
5964,FDH26,OUT045,1876.4622174208419
5965,FDD50,OUT049,2767.6661598735136
5966,FDL40,OUT010,-41.692114613741296
5967,NCO02,OUT027,2476.3189443655265
5968,FDF05,OUT013,3551.362465993113
5969,DRG25,OUT013,2744.8529336253723
5970,NCA41,OUT017,3586.6312717479523
5971,FDZ40,OUT045,1073.5370586083654
5972,FDT15,OUT019,696.5988955045643
5973,FDP46,OUT035,1069.1298004252053
5974,DRG01,OUT019,-961.3357684914222
5975,FDR23,OUT013,2712.8278789817978
5976,FDF09,OUT045,1088.6406426665462
5977,FDK09,OUT027,4936.99292299671
5978,DRJ11,OUT035,3555.341947729985
5979,FDI32,OUT049,1934.8518271636033
5980,NCG42,OUT018,1589.528427517888
5981,FDA51,OUT046,1836.689405747691
5982,FDG57,OUT010,-891.6382321300816
5983,FDG34,OUT035,1914.93580916349
5984,NCI43,OUT017,1105.6443412927604
5985,NCY53,OUT046,1841.9205784215278
5986,FDC33,OUT013,3558.1812040211616
5987,NCK29,OUT049,1978.222694034631
5988,FDS50,OUT017,3578.8847350779906
5989,NCJ30,OUT045,2718.7181141717174
5990,FDQ07,OUT027,4938.577867649559
5991,FDI20,OUT010,1591.5308656364793
5992,NCM06,OUT027,4134.713577685834
5993,FDL15,OUT019,681.143106662435
5994,NCL29,OUT010,748.8611123953121
5995,FDB32,OUT017,1929.9600134242767
5996,FDJ16,OUT049,1147.9925769321371
5997,FDJ32,OUT045,1063.9297117608805
5998,FDO12,OUT035,3550.162552721479
5999,NCB18,OUT046,1022.9366200662755
6000,FDO37,OUT027,4975.488664349528
6001,FDV13,OUT013,1075.6521090842812
6002,FDF52,OUT010,774.3909005466433
6003,FDY11,OUT049,1180.4335353426443
6004,FDL20,OUT017,1905.2158749005878
6005,FDS45,OUT045,1910.924168115339
6006,DRJ13,OUT018,2423.3045176404185
6007,FDR37,OUT049,2796.69064666926
6008,FDS23,OUT019,-164.7548474372943
6009,FDX13,OUT018,3264.8001571013892
6010,FDT49,OUT045,1868.5811379191891
6011,FDY13,OUT049,1167.681904803375
6012,FDD47,OUT010,738.8909668365516
6013,FDF20,OUT010,1608.9003299597923
6014,FDS32,OUT035,2728.0991758165646
6015,FDJ44,OUT027,4113.963199629247
6016,NCY30,OUT013,2719.9561182274692
6017,FDK33,OUT019,1525.7434769243594
6018,FDO31,OUT046,1056.7291545544053
6019,FDG10,OUT019,-923.7490699915024
6020,DRI49,OUT018,731.493412077466
6021,NCA05,OUT049,2799.6153773183078
6022,FDZ13,OUT046,1015.3898087494488
6023,DRI25,OUT017,1103.740363604799
6024,NCA29,OUT010,792.2078952777772
6025,FDX43,OUT010,773.2446696510813
6026,FDZ08,OUT049,1141.810150191482
6027,FDC58,OUT035,1091.3409264367583
6028,NCD54,OUT027,4117.42239473717
6029,FDM24,OUT035,2739.712386919362
6030,FDS12,OUT035,1877.9707121223746
6031,NCN55,OUT018,3245.0961511388277
6032,NCP06,OUT046,2671.5612590182363
6033,FDB41,OUT045,1032.208010068166
6034,FDJ16,OUT046,1024.2660690027806
6035,NCB18,OUT019,-970.5758014262381
6036,FDH38,OUT035,1935.2330528668135
6037,FDE59,OUT010,-880.4652453010085
6038,NCF30,OUT049,1951.5137377204408
6039,FDE35,OUT027,2508.6242572723986
6040,FDP49,OUT019,-961.0207182880438
6041,NCQ05,OUT027,4149.0641146570015
6042,FDP49,OUT013,1082.2111799509269
6043,FDT12,OUT018,3267.747301620413
6044,NCM06,OUT010,773.9808201055141
6045,FDV23,OUT018,1588.4331318544894
6046,FDA44,OUT049,1142.7397703385755
6047,DRD27,OUT013,1898.8372824560727
6048,NCK53,OUT013,1911.2372371185331
6049,NCF19,OUT018,780.6316650688455
6050,NCY18,OUT049,2829.148418998482
6051,FDN56,OUT027,4129.69409604858
6052,NCI55,OUT049,1983.2507013525553
6053,FDB28,OUT013,3556.036347192734
6054,NCA18,OUT045,1891.1301166814997
6055,FDC46,OUT046,2654.4609705592547
6056,NCZ42,OUT035,3576.014612314857
6057,DRA59,OUT027,4941.939649172724
6058,DRB25,OUT018,1596.7879337725778
6059,FDE24,OUT027,4112.0056208787755
6060,FDA57,OUT013,1068.4043082526882
6061,FDZ46,OUT017,1946.2371089411947
6062,FDX39,OUT010,1596.9300529031932
6063,FDW35,OUT049,1177.1261761198605
6064,FDZ55,OUT027,4153.638636551388
6065,FDI04,OUT013,3546.001684826493
6066,FDU46,OUT027,2497.6134046323996
6067,FDE14,OUT049,1988.9309508991953
6068,FDX23,OUT013,1925.721280230295
6069,NCN18,OUT035,1932.7244281276592
6070,FDR02,OUT049,1984.7442854214517
6071,FDH04,OUT046,1063.7241653117892
6072,FDZ51,OUT010,-49.16916145895857
6073,FDR15,OUT046,2699.967603131452
6074,NCQ30,OUT049,2003.4946227562557
6075,FDW45,OUT049,2801.6967160659215
6076,FDQ52,OUT035,3527.1549114181944
6077,FDM01,OUT027,3302.6119786456775
6078,FDE21,OUT045,1895.1820942568834
6079,FDH28,OUT035,1056.9238004165763
6080,FDQ56,OUT010,-890.0949656251792
6081,DRM49,OUT049,1191.0638287449508
6082,NCI29,OUT027,3320.186796225242
6083,FDW44,OUT045,2724.3440178822857
6084,FDR10,OUT049,2811.6763882634204
6085,FDO60,OUT035,1070.8269204521307
6086,FDG08,OUT017,2779.9704650944313
6087,FDP10,OUT045,1847.8696577362011
6088,FDG45,OUT017,3576.884272998591
6089,DRM47,OUT018,3262.3770851229583
6090,FDO40,OUT027,4125.631289843937
6091,DRE37,OUT018,3236.790642786562
6092,FDX13,OUT013,3567.6526156094196
6093,FDE21,OUT027,3320.5097265668664
6094,NCU53,OUT010,795.8318467589363
6095,NCH07,OUT010,751.9017056603068
6096,FDJ07,OUT017,1963.9126150828129
6097,FDB46,OUT049,3627.373335224551
6098,DRL01,OUT035,3534.4808838633035
6099,FDN57,OUT019,676.0615689370595
6100,FDO38,OUT027,2462.252120322867
6101,FDA45,OUT045,2659.371679865405
6102,FDP27,OUT019,1489.289130480782
6103,DRG36,OUT013,2712.560183791955
6104,DRL47,OUT046,1848.7763133754165
6105,NCA05,OUT019,686.1161623293954
6106,FDL38,OUT013,1087.9456929298208
6107,FDC32,OUT035,1879.772579543293
6108,NCI06,OUT045,2716.218857901058
6109,FDI05,OUT049,1146.221781702209
6110,FDR52,OUT017,3582.5706632448173
6111,FDU26,OUT017,1933.049238071896
6112,FDG33,OUT017,2754.1618086332937
6113,FDE38,OUT046,2702.970938074337
6114,FDI35,OUT035,2733.2202199733347
6115,FDN23,OUT013,2736.4222190338796
6116,NCP54,OUT035,1906.7085446617673
6117,FDO39,OUT013,2716.1956604948855
6118,NCT17,OUT013,3562.3220674547274
6119,NCK30,OUT035,3550.3769397657425
6120,FDM24,OUT027,4136.722940530261
6121,FDA35,OUT046,1855.3830764184668
6122,NCM07,OUT013,1090.3632030869271
6123,FDD09,OUT017,2772.4139927888928
6124,FDW07,OUT017,1073.364092458924
6125,FDM27,OUT027,4097.66869694419
6126,NCY53,OUT018,1582.2609513391042
6127,FDA10,OUT017,1893.4319243220273
6128,DRB24,OUT035,2751.8434063362047
6129,NCN53,OUT027,2503.603636099462
6130,FDA31,OUT045,2706.556174450535
6131,FDE24,OUT017,1921.4237694040917
6132,FDA04,OUT018,3250.5285989686063
6133,FDV26,OUT045,3511.729849578738
6134,FDF40,OUT027,4946.697727641179
6135,FDH34,OUT027,4971.143554771545
6136,FDO16,OUT010,-840.2839500898892
6137,FDZ43,OUT046,3513.9138985670816
6138,DRJ51,OUT049,3648.2533535610364
6139,NCL07,OUT019,-951.7284454096657
6140,FDU58,OUT035,3579.5650000847954
6141,FDI26,OUT035,2754.020147066386
6142,FDG24,OUT017,1136.9028627971907
6143,NCM19,OUT046,1862.573373677269
6144,NCO29,OUT049,2819.7866634275315
6145,NCM05,OUT010,1609.0612371992477
6146,NCE07,OUT046,2708.912010131895
6147,FDR10,OUT017,2766.4409544019572
6148,FDO12,OUT049,3627.25142161081
6149,FDC17,OUT046,3524.2001474021044
6150,FDF34,OUT010,1627.2021582317882
6151,FDO22,OUT018,784.864977846743
6152,FDT52,OUT035,3566.626721903087
6153,FDR24,OUT027,2465.117553923599
6154,FDP08,OUT046,3474.4936980274115
6155,FDF39,OUT046,3516.6383237779282
6156,NCQ06,OUT013,3557.2024533816093
6157,FDR04,OUT013,1926.4710010286947
6158,FDQ32,OUT035,1897.3042781660465
6159,DRD15,OUT010,1601.8465373151932
6160,FDB02,OUT018,2440.756129768615
6161,NCS18,OUT018,1604.5014287000279
6162,NCS30,OUT010,-56.75342757089288
6163,FDN15,OUT045,1886.1574781106617
6164,NCL31,OUT017,2755.695584435688
6165,FDV31,OUT010,752.384987573221
6166,FDF38,OUT013,1088.9902602037241
6167,DRK59,OUT010,1596.089738134426
6168,DRJ24,OUT049,3618.231038271737
6169,FDW51,OUT027,4957.195741273756
6170,FDN49,OUT046,1002.250786555722
6171,FDE20,OUT017,2782.4357459579505
6172,FDV38,OUT045,1030.2312146846086
6173,FDH60,OUT017,3564.652115626526
6174,NCD55,OUT049,1165.059227765178
6175,FDU13,OUT017,2732.3501894406636
6176,FDZ07,OUT049,1140.7721886049685
6177,FDY13,OUT045,1069.2946332298507
6178,FDP56,OUT045,1073.3181731832462
6179,DRA59,OUT019,1484.3932835344115
6180,FDY40,OUT013,1061.8303722732453
6181,FDW40,OUT046,2666.646185372021
6182,NCW17,OUT035,1905.4399390273602
6183,DRN37,OUT049,2833.4750278205747
6184,FDZ19,OUT027,4131.663110681014
6185,FDW34,OUT013,3567.0800116506616
6186,FDC28,OUT027,3314.8690089964593
6187,FDB29,OUT017,1929.9788477175873
6188,FDE26,OUT049,2806.3820385178406
6189,FDG45,OUT035,3545.2214771752733
6190,NCC18,OUT017,2710.5085265268417
6191,NCU54,OUT018,3246.190598157369
6192,FDF26,OUT017,2780.1045950515436
6193,FDX52,OUT035,3564.1074332634653
6194,FDR04,OUT017,1961.7909285239066
6195,NCP06,OUT017,2750.0516493646155
6196,FDN25,OUT049,1167.796888906124
6197,NCH42,OUT018,3270.338543816546
6198,FDO46,OUT013,3573.73604090154
6199,NCG54,OUT046,2678.9789001352256
6200,FDU07,OUT013,2730.7441956406565
6201,DRJ11,OUT045,3560.602091815478
6202,FDH10,OUT049,3616.760062181901
6203,FDN56,OUT046,2685.9735374146985
6204,FDY56,OUT019,1501.3070179531371
6205,NCQ53,OUT013,3553.6105645393236
6206,NCN54,OUT045,1052.7972778723233
6207,NCC43,OUT049,3634.9351230420743
6208,FDB35,OUT019,-966.2793873673343
6209,FDX33,OUT013,2717.233401663245
6210,NCT06,OUT035,2726.7840803524514
6211,FDM50,OUT018,782.2030111247026
6212,FDC37,OUT049,1984.1690265906561
6213,NCT54,OUT018,1589.5222315489289
6214,FDG34,OUT027,3311.885780621049
6215,NCW54,OUT046,1033.9796363368118
6216,FDZ46,OUT018,1608.1262656685783
6217,NCK19,OUT045,3531.640125712327
6218,NCQ05,OUT045,2724.1546704939938
6219,NCE54,OUT035,1071.5222691659926
6220,FDH17,OUT049,1987.6008115035413
6221,FDB23,OUT019,1525.6763713947068
6222,DRL49,OUT046,2683.8177322658175
6223,FDT03,OUT046,2679.396619577419
6224,FDW59,OUT045,1069.7852512509778
6225,NCB18,OUT045,1048.3098819339334
6226,FDI22,OUT017,3576.3639245747227
6227,FDZ50,OUT017,2755.9935593153987
6228,FDS14,OUT017,2793.653209494234
6229,NCN19,OUT017,3601.5700390608363
6230,FDG46,OUT045,1901.7973661789906
6231,FDS04,OUT017,1915.6033232266147
6232,FDM58,OUT049,1991.2845543055716
6233,FDB60,OUT049,3650.5452217173215
6234,FDH28,OUT018,750.5287540114829
6235,NCU53,OUT045,2731.3363289556455
6236,FDL44,OUT013,2728.8829622727408
6237,FDI22,OUT013,3541.1929797791763
6238,DRM37,OUT019,1485.0875703288168
6239,FDX40,OUT045,1046.0307983400558
6240,DRG15,OUT035,1089.9786611265902
6241,FDV19,OUT019,694.3527890333773
6242,DRF01,OUT013,2707.550212779691
6243,NCV54,OUT046,1880.9168137531533
6244,FDO21,OUT018,3267.6619154971804
6245,FDA40,OUT049,1136.992612889977
6246,FDE59,OUT049,1157.5228714362763
6247,FDX47,OUT018,2446.3902707086663
6248,FDW34,OUT046,3523.8767594736255
6249,NCM30,OUT018,756.3248146833403
6250,FDA02,OUT013,2733.362822446512
6251,FDV19,OUT035,2733.1181463888606
6252,FDT48,OUT013,3574.7659640029215
6253,FDD09,OUT045,2719.2780789602475
6254,FDZ25,OUT045,2712.233461150111
6255,NCE19,OUT035,1078.2787572106522
6256,DRE25,OUT046,1022.8773544351045
6257,FDC14,OUT027,2478.4689860894405
6258,FDO15,OUT027,2483.360087147331
6259,FDC46,OUT017,2732.81504622811
6260,NCX42,OUT035,2762.0514270431513
6261,FDK52,OUT027,4958.348346098823
6262,FDD04,OUT019,661.8026482047737
6263,FDF12,OUT046,2687.178402711106
6264,NCL41,OUT049,1163.4732687396104
6265,NCW41,OUT046,2685.2790289988216
6266,FDO60,OUT010,-884.2098278906822
6267,FDZ55,OUT018,2450.4237256238666
6268,FDZ59,OUT010,761.1871978834299
6269,FDO24,OUT027,4095.0788280060706
6270,FDW14,OUT018,790.6252081328055
6271,FDD40,OUT013,3548.7091906136047
6272,FDJ38,OUT049,3648.5300217317445
6273,NCO54,OUT017,1110.12751688195
6274,FDJ10,OUT045,1879.8677151294764
6275,FDK27,OUT017,1956.90463051658
6276,FDR09,OUT049,3614.301391867368
6277,FDO60,OUT018,775.2916211430036
6278,FDX50,OUT027,3280.3250118616606
6279,FDR44,OUT027,3304.1844323500654
6280,FDD17,OUT017,3608.1984301408993
6281,FDI60,OUT018,793.1104567400726
6282,FDH31,OUT046,1872.4534819058003
6283,FDL50,OUT017,1943.760059205077
6284,FDO21,OUT017,3605.8020524797903
6285,FDW12,OUT046,2701.600170968737
6286,FDT15,OUT049,2814.198308910627
6287,FDV25,OUT049,3653.116533746088
6288,DRH13,OUT045,1904.7447438473412
6289,FDG21,OUT049,2769.7111785704465
6290,NCI55,OUT035,1906.1388475105666
6291,NCO06,OUT027,2446.667578409506
6292,FDR27,OUT045,1866.961959955502
6293,FDA22,OUT027,4158.302591694209
6294,FDS03,OUT035,1085.1226112160355
6295,FDZ12,OUT018,2418.873688507726
6296,FDJ20,OUT010,-94.90662804439148
6297,FDV09,OUT013,2740.647060389262
6298,FDW09,OUT049,1165.3793808133305
6299,FDS36,OUT049,1996.403625019276
6300,FDY19,OUT018,1588.2023858919408
6301,DRC49,OUT046,2691.4610159255026
6302,FDN12,OUT045,1870.4804950480338
6303,FDJ03,OUT018,770.4758462159867
6304,FDC46,OUT049,2778.186675045682
6305,FDM02,OUT018,769.7063785560965
6306,FDV20,OUT013,1884.2519632849514
6307,NCH07,OUT045,2697.8604226225125
6308,FDL28,OUT019,1550.1901885640661
6309,FDJ46,OUT027,4135.845202305026
6310,FDQ34,OUT013,1874.1530525989233
6311,NCD42,OUT027,2486.6012211028956
6312,FDO34,OUT018,2421.838372467181
6313,FDX60,OUT017,1101.348409987594
6314,FDZ28,OUT017,1922.5683140452122
6315,FDT36,OUT013,1096.0347013132664
6316,FDL24,OUT018,2440.6806726500618
6317,FDJ58,OUT013,2706.087847675153
6318,FDY12,OUT018,755.0701780661757
6319,FDP58,OUT018,3229.5790835548423
6320,FDC41,OUT027,2452.426818213985
6321,FDY07,OUT013,1059.3203755500938
6322,FDN08,OUT017,1939.656098934676
6323,FDJ53,OUT027,3303.766691365562
6324,FDX04,OUT046,1022.8492022332266
6325,FDZ19,OUT046,2687.96308832274
6326,FDB45,OUT046,1851.5204775788757
6327,NCF54,OUT010,764.2213268621597
6328,FDX21,OUT045,1889.2206631500715
6329,FDA50,OUT046,1841.7231415442232
6330,DRH39,OUT017,1082.7416068374582
6331,FDA38,OUT013,3579.931136154839
6332,NCP30,OUT013,1066.6965805859231
6333,FDW19,OUT049,1989.760711336173
6334,FDF41,OUT027,4931.878863923042
6335,DRF23,OUT035,2729.7650737363692
6336,NCP14,OUT017,1931.4869608419483
6337,FDK44,OUT027,4098.998238893028
6338,DRA59,OUT018,3238.4397532660796
6339,FDC28,OUT045,1896.5916672608573
6340,NCO53,OUT049,2818.077566091896
6341,FDY55,OUT019,1534.4427845233724
6342,NCS54,OUT045,2722.638474870796
6343,NCM07,OUT017,1125.6479415278186
6344,FDQ19,OUT010,1631.5709878049813
6345,FDS40,OUT013,1084.551955327097
6346,FDC14,OUT013,1078.052506575812
6347,FDR12,OUT018,2433.236849468227
6348,FDM60,OUT013,1099.5341244334204
6349,FDG26,OUT049,3623.8540362723015
6350,NCL55,OUT045,3534.2193393021553
6351,FDO21,OUT035,3573.9237063563032
6352,NCG18,OUT013,1907.1544876467813
6353,FDA27,OUT046,3500.2477805432945
6354,DRG03,OUT010,764.7627182924919
6355,FDC22,OUT046,3498.7568213314835
6356,FDC21,OUT010,-50.81760260913552
6357,FDN50,OUT018,774.338522461641
6358,DRF27,OUT013,2745.5975204058905
6359,FDW57,OUT017,2754.9926794129206
6360,FDM34,OUT010,-73.8619495057253
6361,FDZ39,OUT027,3298.819930129941
6362,FDU28,OUT019,1477.4591994189834
6363,FDQ27,OUT046,1880.90770134359
6364,FDQ52,OUT017,3558.8334736787956
6365,FDT51,OUT013,1919.4263454130776
6366,NCI30,OUT045,3517.111034703511
6367,NCX29,OUT010,761.0845261988882
6368,FDX38,OUT019,-953.1211696861258
6369,FDO08,OUT017,2767.8923826169594
6370,FDM15,OUT018,2426.9994776318663
6371,FDW22,OUT018,3265.6802026711675
6372,FDT08,OUT017,2763.3721189817943
6373,FDS32,OUT046,1856.1573698962743
6374,NCI06,OUT018,2431.2037026854578
6375,FDR21,OUT027,4108.921262936693
6376,FDD05,OUT046,1856.4909520107697
6377,FDZ02,OUT045,1904.185388202301
6378,FDH47,OUT049,1958.8758797906692
6379,FDM58,OUT017,1921.075986684675
6380,FDG09,OUT045,3519.7307395023217
6381,FDO27,OUT049,1960.2701854091804
6382,FDI41,OUT018,2409.8550445284645
6383,FDK34,OUT035,3560.874964675011
6384,NCX54,OUT027,3314.0087236758927
6385,FDL14,OUT049,2826.8975534067185
6386,FDA13,OUT018,760.3821596888938
6387,FDS11,OUT019,1526.7442790546318
6388,FDT43,OUT017,1115.5092748042468
6389,FDR07,OUT018,1573.0814280774346
6390,FDF41,OUT018,3228.3699284260747
6391,DRM23,OUT049,2774.760434754241
6392,FDO52,OUT018,2421.285624589298
6393,FDD10,OUT045,2695.0525899733066
6394,FDN38,OUT019,1507.8819056547657
6395,FDE17,OUT046,2668.2190345249564
6396,FDZ03,OUT018,3265.935630987762
6397,FDD03,OUT017,3579.8748175944766
6398,NCW18,OUT027,4947.290734803405
6399,DRG36,OUT027,4113.044342694012
6400,FDT43,OUT010,-868.4818214729542
6401,NCU17,OUT018,1605.7392896195872
