Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,establishment_age,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Item_MRP_Categories,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
NCY42,6.38,NA,0.015162573,Non perishable,145.147,OUT046,22,0,2,3006.087,3,False,True,False,False
FDH28,15.85,Regular,0.0,Processed Foods,37.0506,OUT027,34,1,0,986.7156,1,False,False,False,True
NCZ29,15.0,NA,0.119461188,Non perishable,126.3362,OUT010,21,0,0,503.3448,2,True,False,False,False
FDN60,15.1,Low Fat,0.095158081,Processed Foods,159.2604,OUT046,22,0,2,2852.2872,3,False,True,False,False
NCW06,16.2,NA,0.050545502,Non perishable,191.6162,OUT018,10,1,0,1731.7458,4,False,False,True,False
NCS30,5.945,NA,0.093405156,Non perishable,129.3652,OUT018,10,1,0,4391.6168,2,False,False,True,False
FDW26,11.8,Regular,0.179191782,Drinks,224.2772,OUT010,21,0,0,667.1316,4,True,False,False,False
FDQ01,19.7,Regular,0.160951491,Processed Foods,256.1014,OUT049,20,1,2,3060.0168,4,False,True,False,False
FDH27,7.075,Low Fat,0.102157958,Drinks,145.0128,OUT019,34,0,2,143.8128,3,True,False,False,False
NCX41,19.0,NA,0.017791458,Non perishable,211.9244,OUT018,10,1,0,2117.244,4,False,False,True,False
FDH58,12.3,Low Fat,0.036997104,Processed Foods,115.9834,OUT049,20,1,2,2073.3012,2,False,True,False,False
DRB25,12.3,NA,0.116261335,Drinks,107.0938,OUT010,21,0,0,214.3876,2,True,False,False,False
FDG45,8.1,NA,0.12829573,Fruits and Vegetables,210.4902,OUT045,17,0,1,5309.755,4,False,True,False,False
FDP11,15.85,Low Fat,0.069100548,Starchy Foods,216.6166,OUT046,22,0,2,4136.6154,4,False,True,False,False
FDV19,14.85,NA,0.035257037,Fruits and Vegetables,161.2578,OUT046,22,0,2,4171.9028,3,False,True,False,False
FDT32,19.0,NA,0.065633934,Fruits and Vegetables,186.5214,OUT046,22,0,2,2261.0568,4,False,True,False,False
NCU53,5.485,NA,0.042743728,Non perishable,166.2842,OUT035,15,0,1,1989.4104,3,False,True,False,False
NCA30,19.0,NA,0.129309277,Non perishable,188.8872,OUT035,15,0,1,3592.6568,4,False,True,False,False
FDH20,16.1,NA,0.0,Fruits and Vegetables,98.441,OUT017,12,0,1,868.869,2,False,True,False,False
DRD25,6.135,NA,0.0,Drinks,114.286,OUT046,22,0,2,2376.906,2,False,True,False,False
FDK25,11.6,Regular,0.156802171,Starchy Foods,168.0474,OUT035,15,0,1,4379.6324,3,False,True,False,False
FDF02,16.2,Low Fat,0.103634038,Processed Foods,101.399,OUT049,20,1,2,1031.99,2,False,True,False,False
FDC04,15.6,Low Fat,0.045055587,Drinks,242.3854,OUT049,20,1,2,2416.854,4,False,True,False,False
FDH21,10.395,Low Fat,0.031199028,Meats,159.4604,OUT013,32,2,0,316.9208,3,False,True,False,False
DRG03,14.5,Low Fat,0.062239081,Drinks,154.2998,OUT018,10,1,0,1691.7978,3,False,False,True,False
NCY06,15.25,NA,0.06153089,Non perishable,132.2968,OUT017,12,0,1,1696.4584,2,False,True,False,False
FDM08,10.1,NA,0.053692878,Fruits and Vegetables,222.9088,OUT045,17,0,1,5145.3024,4,False,True,False,False
NCD31,12.1,NA,0.01545846,Non perishable,166.0526,OUT049,20,1,2,3617.9572,3,False,True,False,False
FDU09,7.71,Regular,0.06627464,Processed Foods,54.1956,OUT027,34,1,0,3002.758,1,False,False,False,True
FDB49,8.3,Regular,0.030274175,Processed Foods,98.5384,OUT018,10,1,0,1872.2296,2,False,False,True,False
FDQ58,7.315,Low Fat,0.015332872,Processed Foods,154.034,OUT045,17,0,1,612.536,3,False,True,False,False
FDJ58,15.6,Regular,0.10589167,Processed Foods,172.6764,OUT017,12,0,1,2920.1988,3,False,True,False,False
NCN30,16.35,NA,0.016910914,Non perishable,96.641,OUT027,34,1,0,1544.656,2,False,False,False,True
FDA52,16.2,Regular,0.128621941,Processed Foods,175.537,OUT049,20,1,2,3528.74,3,False,True,False,False
NCN42,20.25,NA,0.014153743,Non perishable,145.6418,OUT027,34,1,0,3825.6868,3,False,False,False,True
FDF04,17.5,Low Fat,0.013637046,Processed Foods,258.5304,OUT046,22,0,2,6199.9296,4,False,True,False,False
FDY15,18.25,Regular,0.171523928,Drinks,155.863,OUT018,10,1,0,2346.945,3,False,False,True,False
FDT03,21.25,Low Fat,0.009950343,Meats,185.5608,OUT027,34,1,0,3307.6944,3,False,False,False,True
DRL59,16.75,NA,0.037160705,Drinks,54.2298,OUT019,34,0,2,161.7894,1,True,False,False,False
FDW08,12.1,NA,0.148986013,Fruits and Vegetables,106.528,OUT018,10,1,0,1171.808,2,False,False,True,False
FDO50,16.25,Low Fat,0.078103689,Processed Foods,91.1804,OUT013,32,2,0,1929.4884,1,False,True,False,False
FDP26,7.785,Low Fat,0.140121306,Drinks,102.5306,OUT018,10,1,0,1358.8978,2,False,False,True,False
FDX01,10.1,Low Fat,0.040446145,Processed Foods,118.115,OUT010,21,0,0,116.515,2,True,False,False,False
FDU22,12.35,Low Fat,0.093824276,Processed Foods,119.9124,OUT017,12,0,1,2014.7108,2,False,True,False,False
FDQ08,15.7,NA,0.018926773,Fruits and Vegetables,60.2536,OUT035,15,0,1,1163.8184,1,False,True,False,False
NCN54,20.35,NA,0.021322439,Non perishable,79.1328,OUT035,15,0,1,1235.7248,1,False,True,False,False
FDR01,5.405,Regular,0.05336162,Processed Foods,200.1742,OUT027,34,1,0,6171.3002,4,False,False,False,True
FDB53,13.35,Low Fat,0.138777108,Processed Foods,147.5392,OUT027,34,1,0,5219.872,3,False,False,False,True
DRN47,12.1,NA,0.016823566,Drinks,178.566,OUT035,15,0,1,3775.086,3,False,True,False,False
FDR39,20.35,Low Fat,0.083799283,Meats,184.1292,OUT046,22,0,2,2189.1504,3,False,True,False,False
NCL30,18.1,NA,0.048940428,Non perishable,127.5336,OUT046,22,0,2,1789.6704,2,False,True,False,False
FDT02,12.6,Low Fat,0.02429329,Drinks,33.4874,OUT018,10,1,0,105.8622,1,False,False,True,False
FDT25,7.5,Low Fat,0.050829881,Processed Foods,122.7072,OUT049,20,1,2,1470.0864,2,False,True,False,False
FDH53,20.5,Regular,0.0,Processed Foods,83.2592,OUT017,12,0,1,1155.8288,1,False,True,False,False
DRB48,16.75,NA,0.024994069,Drinks,37.4822,OUT017,12,0,1,549.9508,1,False,True,False,False
FDX16,17.85,Low Fat,0.110152524,Processed Foods,150.205,OUT010,21,0,0,149.805,3,True,False,False,False
FDH48,13.5,Low Fat,0.060603014,Processed Foods,85.554,OUT045,17,0,1,1731.08,1,False,True,False,False
FDF20,12.85,NA,0.033192524,Fruits and Vegetables,199.0768,OUT013,32,2,0,3153.2288,4,False,True,False,False
FDJ03,12.35,Regular,0.121174241,Drinks,47.8692,OUT010,21,0,0,49.2692,1,True,False,False,False
DRJ35,10.1,NA,0.046848053,Drinks,60.6878,OUT017,12,0,1,363.5268,1,False,True,False,False
NCN17,11.0,NA,0.05489331,Non perishable,101.9358,OUT013,32,2,0,1105.8938,2,False,True,False,False
FDN09,14.15,Low Fat,0.034868095,Processed Foods,243.7828,OUT035,15,0,1,6579.4356,4,False,True,False,False
NCR30,20.6,NA,0.070933894,Non perishable,74.8696,OUT013,32,2,0,223.7088,1,False,True,False,False
FDW23,5.765,Low Fat,0.0821398,Processed Foods,37.2164,OUT049,20,1,2,579.246,1,False,True,False,False
DRN35,8.01,NA,0.117580062,Drinks,36.6532,OUT010,21,0,0,71.9064,1,True,False,False,False
FDL08,10.8,NA,0.049819857,Fruits and Vegetables,243.2144,OUT045,17,0,1,1225.072,4,False,True,False,False
DRL35,15.7,NA,0.030877303,Drinks,42.177,OUT017,12,0,1,735.709,1,False,True,False,False
NCS42,8.6,NA,0.069524391,Non perishable,91.8146,OUT049,20,1,2,2371.5796,1,False,True,False,False
NCY29,13.65,NA,0.076860103,Non perishable,55.993,OUT027,34,1,0,1471.418,1,False,False,False,True
FDO32,6.36,NA,0.121034655,Fruits and Vegetables,47.506,OUT018,10,1,0,1071.938,1,False,False,True,False
NCU17,5.32,NA,0.092865746,Non perishable,100.6674,OUT035,15,0,1,2648.5524,2,False,True,False,False
FDY03,17.6,Regular,0.075753207,Meats,111.1202,OUT027,34,1,0,3150.5656,2,False,False,False,True
NCI30,20.25,NA,0.103188491,Non perishable,244.346,OUT019,34,0,2,246.346,4,True,False,False,False
FDI04,13.65,Regular,0.072559351,Processed Foods,199.3426,OUT027,34,1,0,3757.1094,4,False,False,False,True
FDC35,7.435,Low Fat,0.122735471,Starchy Foods,205.2638,OUT013,32,2,0,3520.0846,4,False,True,False,False
FDN38,6.615,Regular,0.091971856,Processed Foods,251.6408,OUT046,22,0,2,6008.1792,4,False,True,False,False
FDJ48,11.3,Low Fat,0.056434817,Processed Foods,247.8118,OUT046,22,0,2,2964.1416,4,False,True,False,False
FDH57,10.895,NA,0.035740763,Fruits and Vegetables,131.9284,OUT035,15,0,1,659.142,2,False,True,False,False
FDI40,11.5,Regular,0.125602951,Processed Foods,100.8358,OUT046,22,0,2,2111.2518,2,False,True,False,False
FDF50,4.905,Low Fat,0.116762173,Processed Foods,198.9768,OUT027,34,1,0,4729.8432,4,False,False,False,True
FDA07,7.55,NA,0.030918873,Fruits and Vegetables,123.9072,OUT013,32,2,0,1102.5648,2,False,True,False,False
FDZ60,20.5,Low Fat,0.119848041,Processed Foods,109.4596,OUT018,10,1,0,431.4384,2,False,False,True,False
FDW38,5.325,Regular,0.139464425,Drinks,53.2298,OUT017,12,0,1,1240.3854,1,False,True,False,False
NCF55,6.675,NA,0.021666335,Non perishable,33.3874,OUT046,22,0,2,1235.059,1,False,True,False,False
FDR37,16.5,Regular,0.066249551,Starchy Foods,183.3292,OUT046,22,0,2,2006.7212,3,False,True,False,False
FDZ33,10.195,Low Fat,0.107564024,Processed Foods,149.0076,OUT049,20,1,2,1182.4608,3,False,True,False,False
FDV01,19.2,Regular,0.085122855,Processed Foods,155.4314,OUT045,17,0,1,3568.0222,3,False,True,False,False
FDI02,15.7,Regular,0.115031783,Processed Foods,114.1202,OUT018,10,1,0,787.6414,2,False,False,True,False
DRH25,18.7,NA,0.014580886,Drinks,50.2324,OUT013,32,2,0,623.1888,1,False,True,False,False
NCY29,13.65,NA,0.077548732,Non perishable,55.093,OUT018,10,1,0,452.744,1,False,False,True,False
FDR04,7.075,Low Fat,0.022457694,Processed Foods,98.6068,OUT027,34,1,0,2430.17,2,False,False,False,True
FDR44,6.11,NA,0.103129612,Fruits and Vegetables,129.5968,OUT045,17,0,1,2348.9424,2,False,True,False,False
FDJ41,6.85,Low Fat,0.023012718,Processed Foods,262.0594,OUT017,12,0,1,1569.9564,4,False,True,False,False
FDL43,10.1,Low Fat,0.026933321,Meats,78.467,OUT027,34,1,0,3292.381,1,False,False,False,True
FDB21,7.475,NA,0.149360698,Fruits and Vegetables,243.4854,OUT017,12,0,1,1691.7978,4,False,True,False,False
NCU42,9.0,NA,0.019586115,Non perishable,170.2474,OUT018,10,1,0,4211.185,3,False,False,True,False
FDY21,15.1,Low Fat,0.0,Processed Foods,195.211,OUT013,32,2,0,3142.576,4,False,True,False,False
FDK58,11.35,Regular,0.0,Processed Foods,101.5016,OUT046,22,0,2,202.4032,2,False,True,False,False
DRD13,15.0,NA,0.049155769,Drinks,65.2168,OUT049,20,1,2,958.752,1,False,True,False,False
FDU35,6.44,Low Fat,0.0,Starchy Foods,98.27,OUT046,22,0,2,2396.88,2,False,True,False,False
FDX23,6.445,Low Fat,0.049697923,Processed Foods,95.0436,OUT010,21,0,0,94.5436,2,True,False,False,False
FDQ39,14.8,Low Fat,0.081206491,Meats,189.2846,OUT045,17,0,1,1719.7614,4,False,True,False,False
FDR31,6.46,NA,0.048924811,Fruits and Vegetables,147.4102,OUT027,34,1,0,3207.8244,3,False,False,False,True
FDS28,8.18,Regular,0.082386011,Processed Foods,56.6588,OUT035,15,0,1,687.1056,1,False,True,False,False
DRN36,15.2,NA,0.050279604,Drinks,94.1752,OUT045,17,0,1,2109.2544,2,False,True,False,False
FDX60,14.35,Low Fat,0.080203852,Processed Foods,77.996,OUT027,34,1,0,2716.464,1,False,False,False,True
NCB54,8.76,NA,0.050335829,Non perishable,126.2336,OUT017,12,0,1,1406.1696,2,False,True,False,False
FDC15,18.1,Low Fat,0.178694026,Drinks,158.9288,OUT018,10,1,0,1571.288,3,False,False,True,False
NCP17,19.35,NA,0.027580163,Non perishable,62.2168,OUT027,34,1,0,1661.8368,1,False,False,False,True
FDY39,5.305,Regular,0.04710181,Meats,181.8608,OUT049,20,1,2,4594.02,3,False,True,False,False
FDH33,12.85,Low Fat,0.121914662,Processed Foods,43.5428,OUT049,20,1,2,615.1992,1,False,True,False,False
FDG09,20.6,NA,0.047704151,Fruits and Vegetables,187.2556,OUT027,34,1,0,4506.1344,4,False,False,False,True
FDO10,13.65,Regular,0.01268995,Processed Foods,56.4588,OUT027,34,1,0,973.3996,1,False,False,False,True
FDD39,16.7,Low Fat,0.06981517,Drinks,214.385,OUT027,34,1,0,4327.7,4,False,False,False,True
FDJ09,15.0,Low Fat,0.058513255,Processed Foods,46.9744,OUT045,17,0,1,679.116,1,False,True,False,False
DRQ35,9.3,NA,0.042357203,Drinks,123.2388,OUT049,20,1,2,1857.582,2,False,True,False,False
FDV38,19.25,Low Fat,0.101932076,Drinks,54.5956,OUT049,20,1,2,764.3384,1,False,True,False,False
FDJ60,19.35,Regular,0.062476391,Processed Foods,164.5184,OUT013,32,2,0,1651.184,3,False,True,False,False
FDJ15,11.35,Regular,0.023454399,Drinks,181.9608,OUT017,12,0,1,1653.8472,3,False,True,False,False
FDR08,18.7,NA,0.037681448,Fruits and Vegetables,111.0886,OUT049,20,1,2,222.3772,2,False,True,False,False
FDZ55,6.055,NA,0.025408702,Fruits and Vegetables,160.892,OUT046,22,0,2,2396.88,3,False,True,False,False
FDL10,8.395,Low Fat,0.039572298,Processed Foods,100.9042,OUT045,17,0,1,1686.4714,2,False,True,False,False
FDJ34,11.8,Regular,0.093202196,Processed Foods,125.5704,OUT027,34,1,0,1001.3632,2,False,False,False,True
FDW60,5.44,Regular,0.016979326,Processed Foods,177.037,OUT027,34,1,0,3352.303,3,False,False,False,True
FDK08,9.195,NA,0.122304725,Fruits and Vegetables,99.2016,OUT046,22,0,2,809.6128,2,False,True,False,False
NCE42,21.1,NA,0.010600287,Non perishable,233.9958,OUT035,15,0,1,1869.5664,4,False,True,False,False
FDR39,20.35,Low Fat,0.084273286,Meats,181.7292,OUT017,12,0,1,4013.4424,3,False,True,False,False
NCN17,11.0,NA,0.055162827,Non perishable,100.3358,OUT018,10,1,0,904.8222,2,False,False,True,False
NCR05,10.1,NA,0.054741627,Non perishable,200.2084,OUT045,17,0,1,3174.5344,4,False,True,False,False
FDV48,9.195,Regular,0.051366901,Processed Foods,77.0644,OUT027,34,1,0,3221.1404,1,False,False,False,True
DRF27,8.93,Low Fat,0.028533032,Drinks,151.434,OUT018,10,1,0,1225.072,3,False,False,True,False
NCF07,9.0,NA,0.032072321,Non perishable,102.2016,OUT049,20,1,2,1416.8224,2,False,True,False,False
FDF40,20.25,Regular,0.022507877,Drinks,248.1092,OUT035,15,0,1,4731.1748,4,False,True,False,False
FDO28,5.765,Low Fat,0.072410764,Processed Foods,122.5098,OUT049,20,1,2,1084.5882,2,False,True,False,False
FDB23,19.2,Regular,0.005611367,Starchy Foods,226.2062,OUT018,10,1,0,1579.9434,4,False,False,True,False
FDV48,9.195,Regular,0.051697108,Processed Foods,79.2644,OUT049,20,1,2,864.2084,1,False,True,False,False
FDM45,8.655,Regular,0.08819473,Processed Foods,119.6756,OUT046,22,0,2,2423.512,2,False,True,False,False
FDC16,11.5,Regular,0.020611526,Drinks,84.954,OUT045,17,0,1,865.54,1,False,True,False,False
DRE25,15.35,NA,0.072928316,Drinks,94.412,OUT027,34,1,0,1304.968,2,False,False,False,True
FDY35,17.6,Regular,0.0160526,Starchy Foods,43.9402,OUT049,20,1,2,1286.3256,1,False,True,False,False
FDR22,19.35,Regular,0.018600249,Processed Foods,110.2544,OUT045,17,0,1,2908.2144,2,False,True,False,False
FDZ10,17.85,Low Fat,0.04453262,Processed Foods,127.202,OUT049,20,1,2,2656.542,2,False,True,False,False
FDY15,18.25,Regular,0.299097859,Drinks,157.863,OUT019,34,0,2,469.389,3,True,False,False,False
DRA24,19.35,NA,0.039895009,Drinks,162.4868,OUT013,32,2,0,4422.2436,3,False,True,False,False
FDV37,13.0,Regular,0.083683243,Processed Foods,198.5426,OUT045,17,0,1,1186.4556,4,False,True,False,False
FDO10,13.65,Regular,0.012749289,Processed Foods,58.8588,OUT035,15,0,1,973.3996,1,False,True,False,False
FDR59,14.5,Regular,0.063554289,Starchy Foods,263.6594,OUT027,34,1,0,3401.5722,4,False,False,False,True
FDR34,17.0,Regular,0.016030344,Processed Foods,228.0352,OUT018,10,1,0,2748.4224,4,False,False,True,False
FDG16,15.25,Low Fat,0.090324849,Processed Foods,214.4192,OUT017,12,0,1,4961.5416,4,False,True,False,False
FDO03,10.395,Regular,0.03670437,Meats,228.1352,OUT027,34,1,0,9390.4432,4,False,False,False,True
FDC09,15.5,NA,0.026342897,Fruits and Vegetables,104.1332,OUT049,20,1,2,1230.3984,2,False,True,False,False
FDJ52,7.145,Low Fat,0.017783501,Processed Foods,159.4578,OUT035,15,0,1,3209.156,3,False,True,False,False
FDL33,7.235,Low Fat,0.167316771,Processed Foods,197.5452,OUT010,21,0,0,195.7452,4,True,False,False,False
FDJ53,10.5,Low Fat,0.071660976,Processed Foods,119.7098,OUT017,12,0,1,2410.196,2,False,True,False,False
FDX08,12.85,NA,0.039576776,Fruits and Vegetables,179.9318,OUT019,34,0,2,360.8636,3,True,False,False,False
FDK32,16.25,NA,0.049074897,Fruits and Vegetables,154.2682,OUT045,17,0,1,3354.3004,3,False,True,False,False
FDM20,10.0,NA,0.038904624,Fruits and Vegetables,245.4144,OUT017,12,0,1,6615.3888,4,False,True,False,False
NCJ42,19.75,NA,0.01438222,Non perishable,102.2332,OUT017,12,0,1,3075.996,2,False,True,False,False
FDI50,8.42,Regular,0.030968306,Processed Foods,227.8352,OUT018,10,1,0,3435.528,4,False,False,True,False
FDZ15,13.1,Low Fat,0.0,Drinks,117.8782,OUT035,15,0,1,2741.0986,2,False,True,False,False
NCK18,9.6,NA,0.0,Non perishable,164.2184,OUT045,17,0,1,1981.4208,3,False,True,False,False
FDW33,9.395,Low Fat,0.099681254,Processed Foods,106.428,OUT017,12,0,1,1917.504,2,False,True,False,False
NCT05,10.895,NA,0.021037197,Non perishable,255.9672,OUT018,10,1,0,4857.6768,4,False,False,True,False
FDZ16,16.85,Regular,0.279886948,Processed Foods,193.1478,OUT019,34,0,2,387.4956,4,True,False,False,False
NCV17,18.85,NA,0.016107549,Non perishable,129.7626,OUT046,22,0,2,3016.7398,2,False,True,False,False
FDE34,9.195,Low Fat,0.108330902,Processed Foods,183.6634,OUT018,10,1,0,2726.451,3,False,False,True,False
FDH44,19.1,NA,0.025924623,Fruits and Vegetables,148.0418,OUT045,17,0,1,3825.6868,3,False,True,False,False
NCK06,5.03,NA,0.008664064,Non perishable,119.3756,OUT045,17,0,1,605.878,2,False,True,False,False
FDS46,17.6,Regular,0.047330801,Processed Foods,120.8782,OUT049,20,1,2,2621.9204,2,False,True,False,False
NCO42,21.25,NA,0.024756031,Non perishable,146.7102,OUT018,10,1,0,1603.9122,3,False,False,True,False
FDL13,13.85,Regular,0.056406129,Starchy Foods,231.43,OUT049,20,1,2,3029.39,4,False,True,False,False
FDK14,6.98,Low Fat,0.0413383,Processed Foods,83.3934,OUT017,12,0,1,491.3604,1,False,True,False,False
FDX13,7.725,Low Fat,0.047879864,Processed Foods,250.2092,OUT045,17,0,1,3984.1472,4,False,True,False,False
DRI47,14.7,NA,0.021005399,Drinks,144.5128,OUT018,10,1,0,2588.6304,3,False,False,True,False
FDG22,17.6,Regular,0.041615224,Processed Foods,37.219,OUT017,12,0,1,366.19,1,False,True,False,False
FDA13,15.85,Low Fat,0.07867708,Processed Foods,37.8506,OUT049,20,1,2,341.5554,1,False,True,False,False
FDE46,18.6,Low Fat,0.015769693,Processed Foods,152.1366,OUT046,22,0,2,1813.6392,3,False,True,False,False
FDX25,16.7,Low Fat,0.102633047,Processed Foods,180.8292,OUT017,12,0,1,3466.1548,3,False,True,False,False
FDC58,10.195,Low Fat,0.04217956,Processed Foods,44.2428,OUT017,12,0,1,703.0848,1,False,True,False,False
NCA42,6.965,NA,0.028710065,Non perishable,158.1604,OUT017,12,0,1,2693.8268,3,False,True,False,False
FDV01,19.2,Regular,0.085082648,Processed Foods,153.5314,OUT049,20,1,2,2171.8396,3,False,True,False,False
FDU24,6.78,Regular,0.140163038,Processed Foods,94.212,OUT046,22,0,2,1025.332,2,False,True,False,False
FDO51,6.785,Regular,0.042153502,Meats,44.0112,OUT018,10,1,0,340.8896,1,False,False,True,False
NCN14,19.1,NA,0.15385153,Non perishable,185.1608,OUT010,21,0,0,551.2824,3,True,False,False,False
FDT37,14.15,Low Fat,0.061753511,Processed Foods,253.3014,OUT019,34,0,2,510.0028,4,True,False,False,False
FDY09,15.6,Low Fat,0.042179884,Processed Foods,174.7054,OUT010,21,0,0,175.1054,3,True,False,False,False
NCG06,16.35,NA,0.029420857,Non perishable,256.9646,OUT013,32,2,0,4637.9628,4,False,True,False,False
FDG40,13.65,Low Fat,0.066657791,Processed Foods,32.6558,OUT010,21,0,0,67.9116,1,True,False,False,False
FDQ47,7.155,Regular,0.168154574,Starchy Foods,33.7874,OUT035,15,0,1,882.185,1,False,True,False,False
DRH59,10.8,NA,0.097805615,Drinks,73.938,OUT010,21,0,0,73.238,1,True,False,False,False
FDH48,13.5,Low Fat,0.06082246,Processed Foods,85.154,OUT017,12,0,1,605.878,1,False,True,False,False
FDE34,9.195,Low Fat,0.107870997,Processed Foods,181.2634,OUT035,15,0,1,2362.9242,3,False,True,False,False
NCM05,6.825,NA,0.059940022,Non perishable,262.4226,OUT049,20,1,2,3964.839,4,False,True,False,False
FDU55,16.2,NA,0.035967107,Fruits and Vegetables,260.3278,OUT049,20,1,2,7549.5062,4,False,True,False,False
FDS60,20.85,Low Fat,0.032442388,Processed Foods,178.366,OUT035,15,0,1,4673.916,3,False,True,False,False
FDZ32,7.785,NA,0.0,Fruits and Vegetables,106.4964,OUT013,32,2,0,1577.946,2,False,True,False,False
FDP12,9.8,Regular,0.045358609,Processed Foods,36.1874,OUT045,17,0,1,423.4488,1,False,True,False,False
NCL31,7.39,NA,0.119698523,Non perishable,143.047,OUT027,34,1,0,3578.675,3,False,False,False,True
FDR32,6.78,NA,0.150238656,Fruits and Vegetables,229.3694,OUT019,34,0,2,228.3694,4,True,False,False,False
FDL08,10.8,NA,0.049478259,Fruits and Vegetables,245.4144,OUT027,34,1,0,3675.216,4,False,False,False,True
FDY34,10.5,Regular,0.010998932,Processed Foods,164.3842,OUT049,20,1,2,1823.6262,3,False,True,False,False
DRG23,8.88,NA,0.0,Drinks,154.0682,OUT018,10,1,0,2896.8958,3,False,False,True,False
FDD04,16.0,Low Fat,0.08989642,Drinks,143.4154,OUT013,32,2,0,1985.4156,3,False,True,False,False
FDX37,16.2,Low Fat,0.063385859,Processed Foods,98.17,OUT017,12,0,1,2696.49,2,False,True,False,False
FDM09,11.15,Regular,0.086281593,Processed Foods,170.579,OUT018,10,1,0,1358.232,3,False,False,True,False
FDA52,16.2,Regular,0.128315409,Processed Foods,178.137,OUT013,32,2,0,3881.614,3,False,True,False,False
NCV41,14.35,NA,0.017108186,Non perishable,110.3228,OUT018,10,1,0,552.614,2,False,False,True,False
FDB20,7.72,NA,0.051970838,Fruits and Vegetables,79.7986,OUT035,15,0,1,2336.958,1,False,True,False,False
FDD28,10.695,Low Fat,0.0,Processed Foods,60.5904,OUT017,12,0,1,410.1328,1,False,True,False,False
FDI38,13.35,Regular,0.024482433,Processed Foods,205.7638,OUT010,21,0,0,621.1914,4,True,False,False,False
FDA28,16.1,Regular,0.047792845,Processed Foods,126.1362,OUT035,15,0,1,3271.7412,2,False,True,False,False
FDB32,20.6,NA,0.023339367,Fruits and Vegetables,94.8778,OUT027,34,1,0,4036.7454,2,False,False,False,True
NCS54,13.6,NA,0.009991273,Non perishable,175.537,OUT035,15,0,1,3705.177,3,False,True,False,False
NCA17,20.6,NA,0.045675104,Non perishable,150.9392,OUT017,12,0,1,4026.7584,3,False,True,False,False
FDR14,11.65,Low Fat,0.173904193,Drinks,52.3298,OUT013,32,2,0,269.649,1,False,True,False,False
FDS58,9.285,Regular,0.021039273,Processed Foods,160.0578,OUT049,20,1,2,2567.3248,3,False,True,False,False
FDU08,10.3,NA,0.027426689,Fruits and Vegetables,97.3042,OUT018,10,1,0,694.4294,2,False,False,True,False
FDI60,7.22,Regular,0.064141866,Processed Foods,61.251,OUT010,21,0,0,126.502,1,True,False,False,False
FDU40,20.85,Low Fat,0.037556341,Processed Foods,195.3478,OUT018,10,1,0,1937.478,4,False,False,True,False
FDX46,12.3,Regular,0.057835325,Processed Foods,57.5562,OUT027,34,1,0,2548.0166,1,False,False,False,True
FDG41,8.84,Regular,0.076995176,Processed Foods,112.0228,OUT017,12,0,1,1215.7508,2,False,True,False,False
FDD14,20.7,Low Fat,0.297312685,Processed Foods,185.4266,OUT019,34,0,2,368.8532,3,True,False,False,False
FDX45,16.75,Low Fat,0.104348025,Processed Foods,156.263,OUT027,34,1,0,4850.353,3,False,False,False,True
NCN30,16.35,NA,0.016989991,Non perishable,98.541,OUT035,15,0,1,772.328,2,False,True,False,False
DRH13,8.575,NA,0.023885957,Drinks,106.628,OUT046,22,0,2,958.752,2,False,True,False,False
NCP30,20.5,NA,0.032954044,Non perishable,39.3822,OUT017,12,0,1,314.2576,1,False,True,False,False
FDT52,9.695,Regular,0.047429578,Processed Foods,245.8144,OUT046,22,0,2,3430.2016,4,False,True,False,False
FDS36,8.38,Regular,0.047152554,Processed Foods,110.157,OUT017,12,0,1,3185.853,2,False,True,False,False
FDB03,17.75,Regular,0.157470693,Drinks,239.1538,OUT018,10,1,0,4326.3684,4,False,False,True,False
FDO09,13.5,Regular,0.125274674,Processed Foods,262.191,OUT046,22,0,2,2366.919,4,False,True,False,False
FDD28,10.695,Low Fat,0.053038775,Processed Foods,59.5904,OUT027,34,1,0,1640.5312,1,False,False,False,True
FDF08,14.3,NA,0.065339802,Fruits and Vegetables,89.1856,OUT045,17,0,1,1845.5976,1,False,True,False,False
FDB49,8.3,Regular,0.05046718,Processed Foods,97.6384,OUT010,21,0,0,197.0768,2,True,False,False,False
FDB08,6.055,NA,0.0,Fruits and Vegetables,162.3578,OUT035,15,0,1,1604.578,3,False,True,False,False
NCP06,20.7,NA,0.039306822,Non perishable,150.7366,OUT049,20,1,2,3325.0052,3,False,True,False,False
FDH28,15.85,Regular,0.110254143,Processed Foods,37.3506,OUT045,17,0,1,341.5554,1,False,True,False,False
FDU20,19.35,NA,0.037569401,Fruits and Vegetables,120.7098,OUT019,34,0,2,361.5294,2,True,False,False,False
DRB25,12.3,NA,0.069852615,Drinks,107.4938,OUT017,12,0,1,2358.2636,2,False,True,False,False
NCM30,19.1,NA,0.067676056,Non perishable,40.8796,OUT017,12,0,1,371.5164,1,False,True,False,False
FDU57,8.27,Regular,0.149895348,Processed Foods,152.0708,OUT010,21,0,0,451.4124,3,True,False,False,False
FDF56,16.7,NA,0.209162936,Fruits and Vegetables,179.1976,OUT019,34,0,2,543.2928,3,True,False,False,False
